policy_id,partner_id,product_id,inception_date,date_of_birth,gender,province,cover_amount,monthly_premium,policy_status,termination_date,source_file,load_timestamp
POL001743,PART004,PRD007,2025-11-06,1994-11-06,F,Western Cape,64000.0,313.6,Active,,policies.csv,2026-09-03 13:30:17
POL001744,PART004,PRD007,2026-01-13,2003-01-13,F,Western Cape,124300.0,609.07,Active,,policies.csv,2026-09-03 13:30:17
POL001745,PART002,PRD004,2025-09-20,1980-09-20,M,Limpopo,25000.0,37.25,Lapsed,2025-11-20,policies.csv,2026-09-03 13:30:17
POL001746,PART004,PRD008,2026-03-09,2003-03-09,M,Western Cape,25000.0,39.67,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001747,PART004,PRD008,2025-07-30,2004-07-30,F,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001748,PART005,PRD009,2026-04-25,1989-04-25,F,Western Cape,78200.0,328.44,Active,,policies.csv,2026-09-03 13:30:17
POL001749,PART004,PRD008,2025-12-03,1990-12-03,F,KwaZulu-Natal,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001750,PART004,PRD008,2026-03-06,1984-03-06,M,KwaZulu-Natal,75000.0,119.0,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001751,PART003,PRD006,2025-10-24,1970-10-24,M,Western Cape,96200.0,634.92,Active,,policies.csv,2026-09-03 13:30:17
POL001752,PART001,PRD002,2026-04-04,1984-04-04,F,KwaZulu-Natal,42300.0,262.26,Active,,policies.csv,2026-09-03 13:30:17
POL001753,PART002,PRD003,2026-02-28,1975-02-28,F,Western Cape,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001754,PART002,PRD003,2025-11-12,1970-11-12,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001755,PART001,PRD002,2025-12-16,1983-12-16,F,KwaZulu-Natal,138700.0,859.94,Active,,policies.csv,2026-09-03 13:30:17
POL001756,PART002,PRD003,2025-11-05,1991-11-05,F,Western Cape,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001757,PART002,PRD004,2025-07-23,1982-07-23,M,Gauteng,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001758,PART001,PRD002,2026-04-12,2005-04-12,M,North West,41800.0,259.16,Active,,policies.csv,2026-09-03 13:30:17
POL001759,PART005,PRD010,2025-09-17,1979-09-17,F,Limpopo,198300.0,694.05,Lapsed,2026-02-17,policies.csv,2026-09-03 13:30:17
POL001760,PART001,PRD001,2025-08-18,1969-08-18,F,Western Cape,42500.0,204.0,Lapsed,2026-04-18,policies.csv,2026-09-03 13:30:17
POL001761,PART004,PRD007,2025-12-14,1978-12-14,F,Gauteng,62100.0,304.29,Active,,policies.csv,2026-09-03 13:30:17
POL001762,PART001,PRD002,2025-08-06,1972-08-06,F,Gauteng,38900.0,241.18,Lapsed,2025-12-06,policies.csv,2026-09-03 13:30:17
POL001763,PART004,PRD007,2025-09-11,1973-09-11,M,Gauteng,131300.0,643.37,Active,,policies.csv,2026-09-03 13:30:17
POL001764,PART002,PRD004,2025-09-02,1994-09-02,M,Western Cape,50000.0,74.5,Cancelled,2025-10-02,policies.csv,2026-09-03 13:30:17
POL001765,PART001,PRD002,2025-10-20,1967-10-20,M,KwaZulu-Natal,136000.0,843.2,Cancelled,2026-02-20,policies.csv,2026-09-03 13:30:17
POL001766,PART004,PRD007,2026-03-08,2005-03-08,M,KwaZulu-Natal,147400.0,722.26,Active,,policies.csv,2026-09-03 13:30:17
POL001767,PART004,PRD007,2026-01-21,1980-01-21,M,KwaZulu-Natal,162900.0,798.21,Active,,policies.csv,2026-09-03 13:30:17
POL001768,PART003,PRD006,2025-08-06,1971-08-06,F,KwaZulu-Natal,131300.0,866.58,Active,,policies.csv,2026-09-03 13:30:17
POL001769,PART001,PRD002,2026-03-30,1963-03-30,F,Gauteng,114100.0,707.42,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001770,PART004,PRD007,2025-12-14,1999-12-14,M,Gauteng,161100.0,789.39,Active,,policies.csv,2026-09-03 13:30:17
POL001771,PART004,PRD007,2025-08-08,1965-08-08,M,KwaZulu-Natal,70300.0,344.47,Active,,policies.csv,2026-09-03 13:30:17
POL001772,PART003,PRD005,,1989-11-29,F,Gauteng,56100.0,308.55,Cancelled,2026-03-28,policies.csv,2026-09-03 13:30:17
POL001773,PART004,PRD008,2025-11-07,1980-11-07,M,Gauteng,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001774,PART004,PRD008,2025-12-30,1972-12-30,F,Eastern Cape,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001775,PART005,PRD009,2025-10-22,1973-10-22,F,Eastern Cape,146900.0,616.98,Active,,policies.csv,2026-09-03 13:30:17
POL001776,PART005,PRD010,2025-12-04,1977-12-04,M,Mpumalanga,191000.0,668.5,Active,,policies.csv,2026-09-03 13:30:17
POL001777,PART003,PRD005,2025-11-21,1965-11-21,M,Limpopo,64600.0,355.3,Active,,policies.csv,2026-09-03 13:30:17
POL001778,PART004,PRD008,2025-07-08,1997-07-08,F,Gauteng,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001779,PART005,PRD010,2025-12-27,1987-12-27,M,Western Cape,81800.0,286.3,Active,,policies.csv,2026-09-03 13:30:17
POL001780,PART004,PRD007,2026-04-16,1970-04-16,M,KwaZulu-Natal,124000.0,607.6,Active,,policies.csv,2026-09-03 13:30:17
POL001781,PART002,PRD003,2026-04-04,1982-04-04,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001782,PART002,PRD004,2025-08-17,1977-08-17,M,Gauteng,25000.0,37.25,Cancelled,2025-11-17,policies.csv,2026-09-03 13:30:17
POL001784,PART003,PRD005,2025-09-09,1969-09-09,M,Gauteng,60600.0,333.3,Active,,policies.csv,2026-09-03 13:30:17
POL001785,PART003,PRD006,2025-09-25,1968-09-25,F,Western Cape,166400.0,1098.24,Active,,policies.csv,2026-09-03 13:30:17
POL001786,PART005,PRD010,2026-04-09,1966-04-09,M,Eastern Cape,224100.0,784.35,Active,,policies.csv,2026-09-03 13:30:17
POL001787,PART005,PRD009,2026-01-27,1969-01-27,M,Free State,236700.0,994.14,Lapsed,2026-04-27,policies.csv,2026-09-03 13:30:17
POL001788,PART004,PRD008,2025-10-04,1991-10-04,F,Western Cape,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001789,PART003,PRD006,2025-10-22,1999-10-22,F,Western Cape,112200.0,740.52,Cancelled,2026-02-22,policies.csv,2026-09-03 13:30:17
POL001790,PART005,PRD009,2026-04-22,1968-04-22,F,Gauteng,227600.0,955.92,Active,,policies.csv,2026-09-03 13:30:17
POL001791,PART004,PRD007,2026-02-04,1979-02-04,F,Gauteng,195800.0,959.42,Active,,policies.csv,2026-09-03 13:30:17
POL001792,PART005,PRD010,2025-11-11,1997-11-11,M,Mpumalanga,63500.0,222.25,Active,,policies.csv,2026-09-03 13:30:17
POL001793,PART004,PRD008,2025-11-03,1991-11-03,F,Western Cape,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL001794,PART004,PRD007,2025-09-11,1971-09-11,F,Eastern Cape,175800.0,861.42,Active,,policies.csv,2026-09-03 13:30:17
POL001795,PART002,PRD004,2026-01-24,1971-01-24,M,Gauteng,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL001796,PART004,PRD007,2026-03-11,1978-03-11,M,Eastern Cape,147200.0,721.28,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001797,PART004,PRD007,2025-10-01,1974-10-01,F,North West,135800.0,665.42,Active,,policies.csv,2026-09-03 13:30:17
POL001798,PART003,PRD006,2026-03-20,1986-03-20,F,North West,172100.0,1135.86,Active,,policies.csv,2026-09-03 13:30:17
POL001799,PART004,PRD008,2025-10-19,1989-10-19,F,Western Cape,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001800,PART001,PRD002,2025-08-23,1985-08-23,F,KwaZulu-Natal,117700.0,729.74,Active,,policies.csv,2026-09-03 13:30:17
POL001802,PART001,PRD002,2026-04-27,2005-04-27,F,Mpumalanga,124900.0,774.38,Active,,policies.csv,2026-09-03 13:30:17
POL001803,PART004,PRD007,2025-12-24,1996-12-24,F,KwaZulu-Natal,155200.0,760.48,Active,,policies.csv,2026-09-03 13:30:17
POL001804,PART005,PRD009,2025-10-22,1991-10-22,F,KwaZulu-Natal,162200.0,681.24,Active,,policies.csv,2026-09-03 13:30:17
POL001805,PART001,PRD001,2026-02-22,1963-02-22,F,Gauteng,47600.0,228.48,Active,,policies.csv,2026-09-03 13:30:17
POL001806,PART004,PRD008,2025-12-07,1986-12-07,M,KwaZulu-Natal,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001807,PART002,PRD004,2026-02-01,1999-02-01,F,Eastern Cape,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL001808,PART003,PRD006,2025-09-01,1971-09-01,M,Eastern Cape,147100.0,970.86,Active,,policies.csv,2026-09-03 13:30:17
POL001809,PART005,PRD009,2025-07-18,1963-07-18,F,Gauteng,75300.0,316.26,Active,,policies.csv,2026-09-03 13:30:17
POL001810,PART004,PRD008,2025-10-03,1967-10-03,F,Limpopo,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001811,PART002,PRD004,2026-01-06,1970-01-06,F,Gauteng,100000.0,149.0,Lapsed,2026-05-06,policies.csv,2026-09-03 13:30:17
POL001812,PART001,PRD002,2026-01-20,1982-01-20,F,KwaZulu-Natal,60800.0,376.96,Active,,policies.csv,2026-09-03 13:30:17
POL001813,PART004,PRD008,2026-03-11,1975-03-11,M,Western Cape,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001814,PART002,PRD004,2025-07-15,1966-07-15,F,Western Cape,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001815,PART004,PRD008,2026-03-26,1996-03-26,F,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001816,PART003,PRD005,2025-07-17,1989-07-17,M,Gauteng,80200.0,441.1,Active,,policies.csv,2026-09-03 13:30:17
POL001817,PART003,PRD006,2026-03-28,1996-03-28,M,Gauteng,157000.0,1036.2,Active,,policies.csv,2026-09-03 13:30:17
POL001818,PART003,PRD006,2026-04-09,1985-04-09,M,Gauteng,188400.0,1243.44,Active,,policies.csv,2026-09-03 13:30:17
POL001819,PART002,PRD003,2026-04-21,2000-04-21,F,Free State,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001820,PART005,PRD010,2026-01-28,1963-01-28,M,KwaZulu-Natal,80000.0,280.0,Active,,policies.csv,2026-09-03 13:30:17
POL001821,PART001,PRD002,2026-04-13,2003-04-13,F,Western Cape,119900.0,743.38,Active,,policies.csv,2026-09-03 13:30:17
POL001822,PART002,PRD004,2025-08-10,1964-08-10,F,Eastern Cape,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL001823,PART004,PRD007,2025-09-21,1970-09-21,F,Western Cape,101800.0,498.82,Active,,policies.csv,2026-09-03 13:30:17
POL001824,PART004,PRD007,2025-07-01,1961-07-01,M,KwaZulu-Natal,128400.0,629.16,Cancelled,2025-11-01,policies.csv,2026-09-03 13:30:17
POL001825,PART002,PRD003,2025-11-21,1980-11-21,F,Gauteng,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001826,PART004,PRD007,2025-08-20,2001-08-20,F,Eastern Cape,87200.0,427.28,Active,,policies.csv,2026-09-03 13:30:17
POL001827,PART005,PRD009,2025-07-10,1981-07-10,F,Gauteng,286300.0,1202.46,Lapsed,2025-10-10,policies.csv,2026-09-03 13:30:17
POL001828,PART004,PRD008,2025-09-21,1992-09-21,F,North West,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001829,PART001,PRD001,2025-12-17,1975-12-17,F,Gauteng,66900.0,321.12,Active,,policies.csv,2026-09-03 13:30:17
POL001830,PART002,PRD003,2025-11-09,1995-11-09,M,Western Cape,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001831,PART005,PRD010,2025-08-09,1980-08-09,M,KwaZulu-Natal,105000.0,367.5,Active,,policies.csv,2026-09-03 13:30:17
POL001832,PART001,PRD002,2026-01-19,1981-01-19,F,Gauteng,69800.0,432.76,Lapsed,2026-06-19,policies.csv,2026-09-03 13:30:17
POL001833,PART001,PRD001,2026-04-24,1967-04-24,F,North West,62400.0,299.52,Active,,policies.csv,2026-09-03 13:30:17
POL001834,PART005,PRD009,2025-07-19,1971-07-19,M,Gauteng,293700.0,1233.54,Lapsed,2025-11-19,policies.csv,2026-09-03 13:30:17
POL001835,PART001,PRD002,2025-10-03,2003-10-03,F,Limpopo,131700.0,816.54,Active,,policies.csv,2026-09-03 13:30:17
POL001836,PART002,PRD003,2025-08-01,1971-08-01,F,Gauteng,100000.0,178.0,Lapsed,2025-12-01,policies.csv,2026-09-03 13:30:17
POL001837,PART005,PRD009,2025-08-11,1968-08-11,F,Western Cape,165400.0,694.68,Active,,policies.csv,2026-09-03 13:30:17
POL001838,PART001,PRD001,2025-10-18,2004-10-18,F,Eastern Cape,46900.0,225.12,Active,,policies.csv,2026-09-03 13:30:17
POL001839,PART003,PRD006,2025-10-04,1961-10-04,F,Gauteng,117100.0,772.86,Active,,policies.csv,2026-09-03 13:30:17
POL001840,PART001,PRD001,2026-01-21,2001-01-21,M,Gauteng,63100.0,302.88,Active,,policies.csv,2026-09-03 13:30:17
POL001841,PART004,PRD008,2025-07-13,1961-07-13,F,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001842,PART003,PRD005,2026-01-07,1976-01-07,M,Limpopo,59200.0,325.6,Active,,policies.csv,2026-09-03 13:30:17
POL001843,PART005,PRD010,2026-03-27,1967-03-27,F,KwaZulu-Natal,86800.0,303.8,Active,,policies.csv,2026-09-03 13:30:17
POL001844,PART002,PRD003,2025-10-22,1986-10-22,M,Gauteng,100000.0,178.0,Lapsed,2026-06-22,policies.csv,2026-09-03 13:30:17
POL001845,PART003,PRD006,2026-03-27,1974-03-27,F,Eastern Cape,139200.0,918.72,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001846,PART001,PRD002,2025-09-29,1964-09-29,F,Free State,118600.0,735.32,Active,,policies.csv,2026-09-03 13:30:17
POL001847,PART002,PRD003,2025-11-15,1982-11-15,F,Eastern Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001848,PART002,PRD003,2025-07-03,2004-07-03,F,Gauteng,50000.0,89.0,Lapsed,2026-02-03,policies.csv,2026-09-03 13:30:17
POL001849,PART003,PRD005,2026-03-02,1966-03-02,F,Gauteng,87200.0,479.6,Active,,policies.csv,2026-09-03 13:30:17
POL001850,PART001,PRD001,2026-02-13,2003-02-13,M,Gauteng,32500.0,156.0,Active,,policies.csv,2026-09-03 13:30:17
POL001851,PART003,PRD006,2025-07-14,1982-07-14,M,Gauteng,59900.0,395.34,Active,,policies.csv,2026-09-03 13:30:17
POL001852,PART003,PRD006,2026-03-16,1994-03-16,F,Gauteng,89600.0,591.36,Active,,policies.csv,2026-09-03 13:30:17
POL001853,PART001,PRD002,2026-02-08,1980-02-08,M,Eastern Cape,131300.0,814.06,Active,,policies.csv,2026-09-03 13:30:17
POL001854,PART002,PRD004,2025-09-27,1966-09-27,F,Gauteng,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001855,PART003,PRD006,2025-08-14,1988-08-14,M,Mpumalanga,79000.0,521.4,Active,,policies.csv,2026-09-03 13:30:17
POL001856,PART004,PRD007,2026-03-12,1968-03-12,F,North West,55700.0,272.93,Cancelled,2026-06-12,policies.csv,2026-09-03 13:30:17
POL001857,PART004,PRD008,2026-04-25,1966-04-25,F,Gauteng,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL001858,PART003,PRD005,2025-07-27,2005-07-27,F,Gauteng,72300.0,397.65,Active,,policies.csv,2026-09-03 13:30:17
POL001859,PART004,PRD007,2026-02-09,1974-02-09,F,Gauteng,77000.0,377.3,Active,,policies.csv,2026-09-03 13:30:17
POL001860,PART005,PRD010,2025-07-27,1962-07-27,F,Western Cape,232800.0,814.8,Active,,policies.csv,2026-09-03 13:30:17
POL001861,PART001,PRD002,,1970-08-05,F,Western Cape,95700.0,593.34,Lapsed,2026-03-05,policies.csv,2026-09-03 13:30:17
POL001862,PART004,PRD008,2026-03-21,1982-03-21,M,North West,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001863,PART004,PRD008,2026-04-21,1974-04-21,F,Gauteng,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001864,PART005,PRD009,2025-07-11,1962-07-11,F,North West,160700.0,674.94,Active,,policies.csv,2026-09-03 13:30:17
POL001865,PART002,PRD003,2025-09-08,1979-09-08,M,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001866,PART001,PRD001,,1991-02-09,F,KwaZulu-Natal,39300.0,188.64,Active,,policies.csv,2026-09-03 13:30:17
POL001867,PART004,PRD008,2026-03-12,1996-03-12,M,Eastern Cape,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001868,PART005,PRD010,2025-10-17,1995-10-17,M,Gauteng,181200.0,634.2,Active,,policies.csv,2026-09-03 13:30:17
POL001869,PART001,PRD001,2025-08-17,1979-08-17,F,Gauteng,51500.0,247.2,Active,,policies.csv,2026-09-03 13:30:17
POL001870,PART001,PRD001,2025-11-15,1974-11-15,F,Western Cape,53500.0,256.8,Cancelled,2026-06-15,policies.csv,2026-09-03 13:30:17
POL001871,PART005,PRD010,2026-04-05,2003-04-05,M,Free State,215700.0,754.95,Active,,policies.csv,2026-09-03 13:30:17
POL001872,PART001,PRD002,2026-02-10,1989-02-10,M,Limpopo,91200.0,565.44,Active,,policies.csv,2026-09-03 13:30:17
POL001873,PART004,PRD007,2025-11-18,1991-11-18,F,Gauteng,157300.0,770.77,Active,,policies.csv,2026-09-03 13:30:17
POL001874,PART004,PRD007,2026-02-07,1980-02-07,M,Free State,84200.0,412.58,Active,,policies.csv,2026-09-03 13:30:17
POL001875,PART002,PRD003,2025-09-13,1994-09-13,M,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001876,PART003,PRD006,2026-02-25,1997-02-25,F,Limpopo,81400.0,537.24,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001877,PART005,PRD010,2025-10-03,1985-10-03,F,Western Cape,218600.0,765.1,Active,,policies.csv,2026-09-03 13:30:17
POL001879,PART001,PRD001,2025-10-18,2000-10-18,F,Western Cape,49200.0,236.16,Active,,policies.csv,2026-09-03 13:30:17
POL001880,PART004,PRD008,2025-09-13,2005-09-13,F,Gauteng,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001881,PART003,PRD006,2025-07-28,2002-07-28,M,Eastern Cape,144900.0,956.34,Active,,policies.csv,2026-09-03 13:30:17
POL001882,PART005,PRD009,2025-11-27,1970-11-27,F,Eastern Cape,267300.0,1122.66,Lapsed,2026-04-27,policies.csv,2026-09-03 13:30:17
POL001883,PART003,PRD005,2025-12-13,1978-12-13,F,Western Cape,31400.0,172.7,Active,,policies.csv,2026-09-03 13:30:17
POL001884,PART004,PRD007,2026-02-24,1993-02-24,F,Gauteng,156200.0,765.38,Active,,policies.csv,2026-09-03 13:30:17
POL001885,PART004,PRD007,2025-08-20,1988-08-20,F,KwaZulu-Natal,144600.0,708.54,Active,,policies.csv,2026-09-03 13:30:17
POL001886,PART002,PRD003,2025-09-01,1988-09-01,M,KwaZulu-Natal,100000.0,178.0,Lapsed,2026-03-01,policies.csv,2026-09-03 13:30:17
POL001887,PART001,PRD001,2026-04-20,1979-04-20,F,Gauteng,44600.0,214.08,Active,,policies.csv,2026-09-03 13:30:17
POL001888,PART003,PRD006,2025-12-20,1979-12-20,F,Gauteng,185600.0,1224.96,Active,,policies.csv,2026-09-03 13:30:17
POL001889,PART005,PRD010,2025-08-25,1989-08-25,F,Limpopo,114500.0,400.75,Active,,policies.csv,2026-09-03 13:30:17
POL001890,PART004,PRD008,2026-03-25,1968-03-25,M,Western Cape,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001891,PART004,PRD999,2025-09-14,1989-09-14,M,North West,126100.0,617.89,Lapsed,2026-01-14,policies.csv,2026-09-03 13:30:17
POL001892,PART001,PRD001,2026-02-18,1988-02-18,F,Eastern Cape,31500.0,151.2,Active,,policies.csv,2026-09-03 13:30:17
POL001893,PART002,PRD003,2026-03-09,1980-03-09,F,Gauteng,50000.0,89.0,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001894,PART002,PRD004,2025-07-08,1961-07-08,F,Gauteng,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL001895,PART003,PRD005,2025-07-10,1982-07-10,F,Gauteng,50600.0,278.3,Active,,policies.csv,2026-09-03 13:30:17
POL001896,PART001,PRD001,2025-07-30,1999-07-30,F,North West,34400.0,165.12,Active,,policies.csv,2026-09-03 13:30:17
POL001897,PART003,PRD005,2025-12-12,2003-12-12,F,Limpopo,94700.0,520.85,Active,,policies.csv,2026-09-03 13:30:17
POL001898,PART004,PRD007,2026-03-13,2004-03-13,F,Gauteng,119700.0,586.53,Active,,policies.csv,2026-09-03 13:30:17
POL001899,PART005,PRD010,2025-08-21,1996-08-21,F,Free State,202600.0,709.1,Active,,policies.csv,2026-09-03 13:30:17
POL001900,PART002,PRD999,2025-12-14,2002-12-14,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001901,PART001,PRD002,2026-01-11,1976-01-11,F,Western Cape,51100.0,316.82,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001902,PART005,PRD010,2026-02-11,1962-02-11,F,Gauteng,168400.0,589.4,Active,,policies.csv,2026-09-03 13:30:17
POL001903,PART003,PRD006,2026-02-16,1995-02-16,M,KwaZulu-Natal,141200.0,931.92,Active,,policies.csv,2026-09-03 13:30:17
POL001904,PART001,PRD001,2026-01-06,1989-01-06,M,Western Cape,47200.0,226.56,Active,,policies.csv,2026-09-03 13:30:17
POL001905,PART005,PRD010,2025-08-26,1986-08-26,M,Gauteng,119600.0,418.6,Active,,policies.csv,2026-09-03 13:30:17
POL001906,PART003,PRD005,2025-11-24,1962-11-24,M,Western Cape,39300.0,216.15,Active,,policies.csv,2026-09-03 13:30:17
POL001907,PART005,PRD010,2025-10-13,1979-10-13,M,KwaZulu-Natal,132900.0,465.15,Active,,policies.csv,2026-09-03 13:30:17
POL001908,PART001,PRD002,2025-12-26,1989-12-26,F,Free State,78600.0,487.32,Active,,policies.csv,2026-09-03 13:30:17
POL001909,PART004,PRD008,2025-12-23,1991-12-23,F,Mpumalanga,75000.0,119.0,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001910,PART001,PRD002,2025-10-23,1966-10-23,M,Western Cape,43000.0,266.6,Active,,policies.csv,2026-09-03 13:30:17
POL001911,PART003,PRD006,2026-04-10,1972-04-10,M,KwaZulu-Natal,133700.0,882.42,Active,,policies.csv,2026-09-03 13:30:17
POL001912,PART001,PRD001,2025-07-22,1984-07-22,M,Limpopo,45400.0,217.92,Lapsed,2026-01-22,policies.csv,2026-09-03 13:30:17
POL001913,PART003,PRD006,2026-01-16,1983-01-16,F,Eastern Cape,137600.0,908.16,Active,,policies.csv,2026-09-03 13:30:17
POL001914,PART001,PRD002,2026-04-19,1988-04-19,M,Western Cape,122400.0,758.88,Active,,policies.csv,2026-09-03 13:30:17
POL001915,PART003,PRD005,2026-01-11,1981-01-11,M,Gauteng,93800.0,515.9,Active,,policies.csv,2026-09-03 13:30:17
POL001916,PART003,PRD006,2025-12-17,1963-12-17,M,Western Cape,137400.0,906.84,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001917,PART001,PRD002,2025-08-02,1994-08-02,M,Gauteng,115500.0,716.1,Active,,policies.csv,2026-09-03 13:30:17
POL001918,PART004,PRD008,2025-07-03,1987-07-03,F,Gauteng,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001919,PART002,PRD003,2025-08-19,1984-08-19,F,Western Cape,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001920,PART002,PRD004,,1973-11-02,F,KwaZulu-Natal,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL001921,PART002,PRD004,2025-10-11,1997-10-11,F,Western Cape,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL001922,PART002,PRD003,2025-11-22,1975-11-22,F,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001923,PART002,PRD003,2025-09-15,2005-09-15,F,Gauteng,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001924,PART002,PRD003,2025-09-16,1972-09-16,M,Gauteng,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL001925,PART003,PRD005,2025-07-06,1979-07-06,F,Gauteng,48000.0,264.0,Active,,policies.csv,2026-09-03 13:30:17
POL001926,PART001,PRD002,2025-08-23,1995-08-23,F,Western Cape,72500.0,449.5,Active,,policies.csv,2026-09-03 13:30:17
POL001927,PART004,PRD007,2025-11-19,1969-11-19,F,North West,75400.0,369.46,Active,,policies.csv,2026-09-03 13:30:17
POL001928,PART002,PRD003,2025-11-12,1975-11-12,M,Eastern Cape,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001929,PART003,PRD005,2025-08-29,2004-08-29,F,North West,64700.0,355.85,Active,,policies.csv,2026-09-03 13:30:17
POL001930,PART004,PRD007,2025-12-31,1990-12-31,F,Gauteng,56700.0,277.83,Active,,policies.csv,2026-09-03 13:30:17
POL001931,PART001,PRD002,2026-02-15,1967-02-15,M,KwaZulu-Natal,109500.0,678.9,Active,,policies.csv,2026-09-03 13:30:17
POL001932,PART005,PRD009,2026-02-10,1989-02-10,F,Gauteng,113800.0,477.96,Active,,policies.csv,2026-09-03 13:30:17
POL001933,PART001,PRD002,2026-04-06,2001-04-06,M,Gauteng,101700.0,630.54,Active,,policies.csv,2026-09-03 13:30:17
POL001934,PART001,PRD002,2026-04-09,1998-04-09,M,Free State,79100.0,490.42,Active,,policies.csv,2026-09-03 13:30:17
POL001935,PART005,PRD009,2026-01-29,1973-01-29,F,Gauteng,253700.0,1065.54,Lapsed,2026-06-28,policies.csv,2026-09-03 13:30:17
POL001936,PART003,PRD005,2025-12-28,1986-12-28,F,North West,33600.0,184.8,Active,,policies.csv,2026-09-03 13:30:17
POL001937,PART001,PRD002,2026-01-19,2002-01-19,F,KwaZulu-Natal,97600.0,605.12,Active,,policies.csv,2026-09-03 13:30:17
POL001938,PART003,PRD006,2025-11-24,1999-11-24,M,Gauteng,145000.0,957.0,Active,,policies.csv,2026-09-03 13:30:17
POL001939,PART004,PRD007,2025-09-26,1977-09-26,F,Gauteng,51300.0,251.37,Active,,policies.csv,2026-09-03 13:30:17
POL001940,PART005,PRD009,2026-04-06,1981-04-06,M,Free State,271000.0,1138.2,Active,,policies.csv,2026-09-03 13:30:17
POL001941,PART005,PRD010,2025-08-04,1974-08-04,M,Gauteng,119500.0,418.25,Lapsed,2025-10-04,policies.csv,2026-09-03 13:30:17
POL001942,PART001,PRD001,2025-09-16,2003-09-16,F,Gauteng,59100.0,283.68,Lapsed,2026-03-16,policies.csv,2026-09-03 13:30:17
POL001943,PART002,PRD004,2025-10-27,1987-10-27,F,Western Cape,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
